Kỳ dữ liệu,Cặp phân tích,Chiều 1,Giá trị chiều 1,Chiều 2,Giá trị chiều 2,Cấp sản phẩm,Số dòng nguồn,Ads Cost (VND),Nguồn,Sheet,Dòng nguồn,Mapping version,Trạng thái coverage,Lý do,Bước xử lý
2026-03,Sản phẩm × Campaign objective,Sản phẩm,Cát Khoáng MineralX,Campaign objective,Engagement - Messaging,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-03,Sản phẩm × Campaign objective,Sản phẩm,Cát Khoáng MineralX,Campaign objective,Engagement - Post engagement,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-03,Sản phẩm × Campaign objective,Sản phẩm,Cát Khoáng MineralX,Campaign objective,Sales - Purchase,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-03,Sản phẩm × Campaign objective,Sản phẩm,Cát Khoáng MineralX,Campaign objective,Sales - Purchase [Suy luận từ tên Campaign],Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-03,Sản phẩm × Campaign objective,Sản phẩm,Cát Khoáng MineralX,Campaign objective,Awareness - Ad recall,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-03,Sản phẩm × Campaign objective,Sản phẩm,Cát Khoáng MineralX,Campaign objective,Chưa xác định,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-03,Sản phẩm × Campaign objective,Sản phẩm,Cát Đậu Nành Mix Khoáng PowerX,Campaign objective,Engagement - Messaging,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-03,Sản phẩm × Campaign objective,Sản phẩm,Cát Đậu Nành Mix Khoáng PowerX,Campaign objective,Engagement - Post engagement,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-03,Sản phẩm × Campaign objective,Sản phẩm,Cát Đậu Nành Mix Khoáng PowerX,Campaign objective,Sales - Purchase,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-03,Sản phẩm × Campaign objective,Sản phẩm,Cát Đậu Nành Mix Khoáng PowerX,Campaign objective,Sales - Purchase [Suy luận từ tên Campaign],Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-03,Sản phẩm × Campaign objective,Sản phẩm,Cát Đậu Nành Mix Khoáng PowerX,Campaign objective,Awareness - Ad recall,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-03,Sản phẩm × Campaign objective,Sản phẩm,Cát Đậu Nành Mix Khoáng PowerX,Campaign objective,Chưa xác định,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-03,Sản phẩm × Campaign objective,Sản phẩm,Cát Sắn Mix Đậu Nành Tofuu.X,Campaign objective,Engagement - Messaging,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-03,Sản phẩm × Campaign objective,Sản phẩm,Cát Sắn Mix Đậu Nành Tofuu.X,Campaign objective,Engagement - Post engagement,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-03,Sản phẩm × Campaign objective,Sản phẩm,Cát Sắn Mix Đậu Nành Tofuu.X,Campaign objective,Sales - Purchase,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-03,Sản phẩm × Campaign objective,Sản phẩm,Cát Sắn Mix Đậu Nành Tofuu.X,Campaign objective,Sales - Purchase [Suy luận từ tên Campaign],Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-03,Sản phẩm × Campaign objective,Sản phẩm,Cát Sắn Mix Đậu Nành Tofuu.X,Campaign objective,Awareness - Ad recall,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-03,Sản phẩm × Campaign objective,Sản phẩm,Cát Sắn Mix Đậu Nành Tofuu.X,Campaign objective,Chưa xác định,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-03,Sản phẩm × Campaign objective,Sản phẩm,Cát nói chung,Campaign objective,Engagement - Messaging,Ngành hàng,2,13010164,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,"6,7",Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Tính được một phần bằng human mapping,Objective suy luận được Duy cho phép dùng; sản phẩm mới suy luận tới nhóm/ngành hàng hoặc Shared.,Giữ metadata Objective; owner duyệt product mapping hoặc xin Ads ID → Item ID/SKU.
2026-03,Sản phẩm × Campaign objective,Sản phẩm,Cát nói chung,Campaign objective,Engagement - Post engagement,Ngành hàng,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-03,Sản phẩm × Campaign objective,Sản phẩm,Cát nói chung,Campaign objective,Sales - Purchase,Ngành hàng,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-03,Sản phẩm × Campaign objective,Sản phẩm,Cát nói chung,Campaign objective,Sales - Purchase [Suy luận từ tên Campaign],Ngành hàng,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-03,Sản phẩm × Campaign objective,Sản phẩm,Cát nói chung,Campaign objective,Awareness - Ad recall,Ngành hàng,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-03,Sản phẩm × Campaign objective,Sản phẩm,Cát nói chung,Campaign objective,Chưa xác định,Ngành hàng,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-03,Sản phẩm × Campaign objective,Sản phẩm,Shared/Unmapped,Campaign objective,Engagement - Messaging,Shared/Unmapped,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-03,Sản phẩm × Campaign objective,Sản phẩm,Shared/Unmapped,Campaign objective,Engagement - Post engagement,Shared/Unmapped,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-03,Sản phẩm × Campaign objective,Sản phẩm,Shared/Unmapped,Campaign objective,Sales - Purchase,Shared/Unmapped,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-03,Sản phẩm × Campaign objective,Sản phẩm,Shared/Unmapped,Campaign objective,Sales - Purchase [Suy luận từ tên Campaign],Shared/Unmapped,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-03,Sản phẩm × Campaign objective,Sản phẩm,Shared/Unmapped,Campaign objective,Awareness - Ad recall,Shared/Unmapped,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-03,Sản phẩm × Campaign objective,Sản phẩm,Shared/Unmapped,Campaign objective,Chưa xác định,Shared/Unmapped,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-04,Sản phẩm × Campaign objective,Sản phẩm,Vi sinh khử mùi,Campaign objective,Engagement - Messaging,Nhóm sản phẩm,2,8680692,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,"55,61",Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Tính được một phần bằng human mapping,Objective suy luận được Duy cho phép dùng; sản phẩm mới suy luận tới nhóm/ngành hàng hoặc Shared.,Giữ metadata Objective; owner duyệt product mapping hoặc xin Ads ID → Item ID/SKU.
2026-04,Sản phẩm × Campaign objective,Sản phẩm,Vi sinh khử mùi,Campaign objective,Engagement - Post engagement,Nhóm sản phẩm,2,1632335,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,"56,62",Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Tính được một phần bằng human mapping,Objective suy luận được Duy cho phép dùng; sản phẩm mới suy luận tới nhóm/ngành hàng hoặc Shared.,Giữ metadata Objective; owner duyệt product mapping hoặc xin Ads ID → Item ID/SKU.
2026-04,Sản phẩm × Campaign objective,Sản phẩm,Vi sinh khử mùi,Campaign objective,Sales - Purchase,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-04,Sản phẩm × Campaign objective,Sản phẩm,Vi sinh khử mùi,Campaign objective,Sales - Purchase [Suy luận từ tên Campaign],Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-04,Sản phẩm × Campaign objective,Sản phẩm,Vi sinh khử mùi,Campaign objective,Awareness - Ad recall,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-04,Sản phẩm × Campaign objective,Sản phẩm,Vi sinh khử mùi,Campaign objective,Chưa xác định,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-04,Sản phẩm × Campaign objective,Sản phẩm,Cát Sắn Natural,Campaign objective,Engagement - Messaging,Nhóm sản phẩm,6,21570138,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,"27,46,52,53,63,64",Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Tính được một phần bằng human mapping,Objective suy luận được Duy cho phép dùng; sản phẩm mới suy luận tới nhóm/ngành hàng hoặc Shared.,Giữ metadata Objective; owner duyệt product mapping hoặc xin Ads ID → Item ID/SKU.
2026-04,Sản phẩm × Campaign objective,Sản phẩm,Cát Sắn Natural,Campaign objective,Engagement - Post engagement,Nhóm sản phẩm,3,2017623,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,"26,47,54",Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Tính được một phần bằng human mapping,Objective suy luận được Duy cho phép dùng; sản phẩm mới suy luận tới nhóm/ngành hàng hoặc Shared.,Giữ metadata Objective; owner duyệt product mapping hoặc xin Ads ID → Item ID/SKU.
2026-04,Sản phẩm × Campaign objective,Sản phẩm,Cát Sắn Natural,Campaign objective,Sales - Purchase,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-04,Sản phẩm × Campaign objective,Sản phẩm,Cát Sắn Natural,Campaign objective,Sales - Purchase [Suy luận từ tên Campaign],Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-04,Sản phẩm × Campaign objective,Sản phẩm,Cát Sắn Natural,Campaign objective,Awareness - Ad recall,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-04,Sản phẩm × Campaign objective,Sản phẩm,Cát Sắn Natural,Campaign objective,Chưa xác định,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-04,Sản phẩm × Campaign objective,Sản phẩm,Cát Mix PerformX,Campaign objective,Engagement - Messaging,Nhóm sản phẩm,4,3946941,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,"37,38,39,40",Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Tính được một phần bằng human mapping,Objective suy luận được Duy cho phép dùng; sản phẩm mới suy luận tới nhóm/ngành hàng hoặc Shared.,Giữ metadata Objective; owner duyệt product mapping hoặc xin Ads ID → Item ID/SKU.
2026-04,Sản phẩm × Campaign objective,Sản phẩm,Cát Mix PerformX,Campaign objective,Engagement - Post engagement,Nhóm sản phẩm,5,484987,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,"41,42,43,44,45",Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Tính được một phần bằng human mapping,Objective suy luận được Duy cho phép dùng; sản phẩm mới suy luận tới nhóm/ngành hàng hoặc Shared.,Giữ metadata Objective; owner duyệt product mapping hoặc xin Ads ID → Item ID/SKU.
2026-04,Sản phẩm × Campaign objective,Sản phẩm,Cát Mix PerformX,Campaign objective,Sales - Purchase,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-04,Sản phẩm × Campaign objective,Sản phẩm,Cát Mix PerformX,Campaign objective,Sales - Purchase [Suy luận từ tên Campaign],Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-04,Sản phẩm × Campaign objective,Sản phẩm,Cát Mix PerformX,Campaign objective,Awareness - Ad recall,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-04,Sản phẩm × Campaign objective,Sản phẩm,Cát Mix PerformX,Campaign objective,Chưa xác định,Nhóm sản phẩm,1,242058,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,36,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Tính được một phần bằng human mapping,Objective suy luận được Duy cho phép dùng; sản phẩm mới suy luận tới nhóm/ngành hàng hoặc Shared.,Giữ metadata Objective; owner duyệt product mapping hoặc xin Ads ID → Item ID/SKU.
2026-04,Sản phẩm × Campaign objective,Sản phẩm,Cát Khoáng MineralX,Campaign objective,Engagement - Messaging,Nhóm sản phẩm,4,3064095,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,"28,29,30,31",Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Tính được một phần bằng human mapping,Objective suy luận được Duy cho phép dùng; sản phẩm mới suy luận tới nhóm/ngành hàng hoặc Shared.,Giữ metadata Objective; owner duyệt product mapping hoặc xin Ads ID → Item ID/SKU.
2026-04,Sản phẩm × Campaign objective,Sản phẩm,Cát Khoáng MineralX,Campaign objective,Engagement - Post engagement,Nhóm sản phẩm,4,377547,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,"32,33,34,35",Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Tính được một phần bằng human mapping,Objective suy luận được Duy cho phép dùng; sản phẩm mới suy luận tới nhóm/ngành hàng hoặc Shared.,Giữ metadata Objective; owner duyệt product mapping hoặc xin Ads ID → Item ID/SKU.
